MUNICÍPIO,ESTADO,ISOPLETA
Nova Castilho,São Paulo,40
Nova Europa,São Paulo,40
Nova Granada,São Paulo,35
Nova Guataporanga,São Paulo,40
Nova Independência,São Paulo,40
Nova Luzitânia,São Paulo,40
Nova Odessa,São Paulo,45
Novais,São Paulo,35
Novo Horizonte,São Paulo,35
Nuporanga,São Paulo,35
Ocauçu,São Paulo,40
Óleo,São Paulo,40
Olímpia,São Paulo,35
Onda Verde,São Paulo,35
Oriente,São Paulo,40
Orindiúva,São Paulo,35
Orlândia,São Paulo,35
Osasco,São Paulo,40
Oscar Bressane,São Paulo,40
Osvaldo Cruz,São Paulo,40
Ourinhos,São Paulo,40
Ouro Verde,São Paulo,40
Ouroeste,São Paulo,35
Pacaembu,São Paulo,40
Palestina,São Paulo,35
Palmares Paulista,São Paulo,35
Palmeira D'oeste,São Paulo,40n/s
Palmital,São Paulo,40
Panorama,São Paulo,40
Paraguaçu Paulista,São Paulo,40
Paraibuna,São Paulo,40
Paraíso,São Paulo,35
Paranapanema,São Paulo,40
Paranapuã,São Paulo,40n/s
Parapuã,São Paulo,40
Pardinho,São Paulo,45
Pariquera-açu,São Paulo,40
Parisi,São Paulo,35
Patrocínio Paulista,São Paulo,35
Paulicéia,São Paulo,40
Paulínia,São Paulo,45
Paulistânia,São Paulo,40
Paulo de Faria,São Paulo,35
Pederneiras,São Paulo,40
Pedra Bela,São Paulo,40
Pedranópolis,São Paulo,35
Pedregulho,São Paulo,35
Pedreira,São Paulo,45
Pedrinhas Paulista,São Paulo,45
Pedro de Toledo,São Paulo,40
Penápolis,São Paulo,40
Pereira Barreto,São Paulo,40
Pereiras,São Paulo,45
Peruíbe,São Paulo,40
Piacatu,São Paulo,40
Piedade,São Paulo,40
Pilar do Sul,São Paulo,40
Pindamonhangaba,São Paulo,35
Pindorama,São Paulo,35
Pinhalzinho,São Paulo,45
Piquerobi,São Paulo,45
Piquete,São Paulo,35
Piracaia,São Paulo,40
Piracicaba,São Paulo,45
Piraju,São Paulo,40
Pirajuí,São Paulo,40
Pirangi,São Paulo,35
Pirapora do Bom Jesus,São Paulo,45
Pirapozinho,São Paulo,45
Pirassununga,São Paulo,45
Piratininga,São Paulo,40
Pitangueiras,São Paulo,35
Planalto,São Paulo,40
Platina,São Paulo,40
Poá,São Paulo,35
Poloni,São Paulo,40
Pompéia,São Paulo,40
Pongaí,São Paulo,40
Pontal,São Paulo,35
Pontalinda,São Paulo,40n/s
Pontes Gestal,São Paulo,35
Populina,São Paulo,40n/s
Porangaba,São Paulo,45
Porto Feliz,São Paulo,45
Porto Ferreira,São Paulo,45
Potim,São Paulo,35
Potirendaba,São Paulo,35
Pracinha,São Paulo,40
Pradópolis,São Paulo,35
Praia Grande,São Paulo,35
Pratânia,São Paulo,40
Presidente Alves,São Paulo,40
Presidente Bernardes,São Paulo,45
Presidente Epitácio,São Paulo,45
Presidente Prudente,São Paulo,40
Presidente Venceslau,São Paulo,45
Promissão,São Paulo,40
Quadra,São Paulo,45
Quatá,São Paulo,40
Queiroz,São Paulo,40
Queluz,São Paulo,35
Quintana,São Paulo,40
Rafard,São Paulo,45
Rancharia,São Paulo,40
Redenção da Serra,São Paulo,40
Regente Feijó,São Paulo,40
Reginópolis,São Paulo,40
Registro,São Paulo,40
Restinga,São Paulo,35
Ribeira,São Paulo,40
Ribeirão Bonito,São Paulo,45
Ribeirão Branco,São Paulo,40
Ribeirão Corrente,São Paulo,35
Ribeirão do Sul,São Paulo,40
Ribeirão dos Índios,São Paulo,45
Ribeirão Grande,São Paulo,40
Ribeirão Pires,São Paulo,35
Ribeirão Preto,São Paulo,35
Rifaina,São Paulo,35
Rincão,São Paulo,45
Rinópolis,São Paulo,40
Rio Claro,São Paulo,45
Rio das Pedras,São Paulo,45
Rio Grande da Serra,São Paulo,35
Riolândia,São Paulo,35
Riversul,São Paulo,40
Rosana,São Paulo,45
Roseira,São Paulo,35
Rubiácea,São Paulo,40
Rubinéia,São Paulo,40n/s
Sabino,São Paulo,40
Sagres,São Paulo,40
Sales,São Paulo,35
Sales Oliveira,São Paulo,35
Salesópolis,São Paulo,35
Salmourão,São Paulo,40
Saltinho,São Paulo,45
Salto,São Paulo,45
Salto de Pirapora,São Paulo,40
Salto Grande,São Paulo,40
Sandovalina,São Paulo,45
Santa Adélia,São Paulo,35
Santa Albertina,São Paulo,40n/s
Santa Bárbara D'oeste,São Paulo,45
Santa Branca,São Paulo,40
Santa Clara D'oeste,São Paulo,40n/s
Santa Cruz da Conceição,São Paulo,45
Santa Cruz da Esperança,São Paulo,35
Santa Cruz das Palmeiras,São Paulo,45
Santa Cruz do Rio Pardo,São Paulo,40
Santa Ernestina,São Paulo,35
Santa Fé do Sul,São Paulo,40n/s
Santa Gertrudes,São Paulo,45
Santa Isabel,São Paulo,40
Santa Lúcia,São Paulo,45
Santa Maria da Serra,São Paulo,45
Santa Mercedes,São Paulo,40
Santa Rita do Passa Quatro,São Paulo,45
Santa Rita D'oeste,São Paulo,40n/s
Santa Rosa de Viterbo,São Paulo,35
Santa Salete,São Paulo,40n/s
Santana da Ponte Pensa,São Paulo,40n/s
Santana de Parnaíba,São Paulo,45
Santo Anastácio,São Paulo,45
Santo André,São Paulo,40
Santo Antônio da Alegria,São Paulo,35
Santo Antônio de Posse,São Paulo,45
Santo Antônio do Aracanguá,São Paulo,40
Santo Antônio do Jardim,São Paulo,45
Santo Antônio do Pinhal,São Paulo,40
Santo Expedito,São Paulo,40
Santópolis do Aguapeí,São Paulo,40
Santos,São Paulo,35
São Bento do Sapucaí,São Paulo,40
São Bernardo do Campo,São Paulo,40
São Caetano do Sul,São Paulo,40
São Carlos,São Paulo,45
São Francisco,São Paulo,40n/s
São João da Boa Vista,São Paulo,45
São João das Duas Pontes,São Paulo,35
São João de Iracema,São Paulo,40
São João do Pau D'alho,São Paulo,40
São Joaquim da Barra,São Paulo,35
São José da Bela Vista,São Paulo,35
São José do Barreiro,São Paulo,35
São José do Rio Pardo,São Paulo,45
São José do Rio Preto,São Paulo,35
São José dos Campos,São Paulo,40
São Lourenço da Serra,São Paulo,40
São Luís do Paraitinga,São Paulo,35
São Manuel,São Paulo,40
São Miguel Arcanjo,São Paulo,40
São Paulo,São Paulo,40
São Pedro,São Paulo,45
São Pedro do Turvo,São Paulo,40
São Roque,São Paulo,40
São Sebastião,São Paulo,35
São Sebastião da Grama,São Paulo,45
São Simão,São Paulo,35
São Vicente,São Paulo,35
Sarapuí,São Paulo,40
Sarutaiá,São Paulo,40
Sebastianópolis do Sul,São Paulo,40
Serra Azul,São Paulo,35
Serra Negra,São Paulo,45
Serrana,São Paulo,35
Sertãozinho,São Paulo,35
Sete Barras,São Paulo,40
Severínia,São Paulo,35
Silveiras,São Paulo,35
Socorro,São Paulo,45
Sorocaba,São Paulo,40
Sud Mennucci,São Paulo,40
Sumaré,São Paulo,45
Suzanápolis,São Paulo,40
Suzano,São Paulo,35
Tabapuã,São Paulo,35
Tabatinga,São Paulo,40
Taboão da Serra,São Paulo,40
Taciba,São Paulo,40
Taguaí,São Paulo,40
Taiaçu,São Paulo,35
Taiúva,São Paulo,35
Tambaú,São Paulo,45
Tanabi,São Paulo,40
Tapiraí,São Paulo,40
Tapiratiba,São Paulo,35
Taquaral,São Paulo,35
Taquaritinga,São Paulo,35
Taquarituba,São Paulo,40
Taquarivaí,São Paulo,40
Tarabai,São Paulo,45
Tarumã,São Paulo,45
Tatuí,São Paulo,45
Taubaté,São Paulo,40
Tejupá,São Paulo,40
Teodoro Sampaio,São Paulo,45
Terra Roxa,São Paulo,35
Tietê,São Paulo,45
Timburi,São Paulo,40
Torre de Pedra,São Paulo,45
Torrinha,São Paulo,45
Trabiju,São Paulo,45
Tremembé,São Paulo,40
Três Fronteiras,São Paulo,40n/s
Tuiuti,São Paulo,45
Tupã,São Paulo,40
Tupi Paulista,São Paulo,40
Turiúba,São Paulo,40
Turmalina,São Paulo,35
Ubarana,São Paulo,40
Ubatuba,São Paulo,35
Ubirajara,São Paulo,40
Uchoa,São Paulo,35
União Paulista,São Paulo,40
Urânia,São Paulo,40n/s
Uru,São Paulo,40
Urupês,São Paulo,35
Valentim Gentil,São Paulo,35
Valinhos,São Paulo,45
Valparaíso,São Paulo,40
Vargem,São Paulo,40
Vargem Grande do Sul,São Paulo,45
Vargem Grande Paulista,São Paulo,40
Várzea Paulista,São Paulo,45
Vera Cruz,São Paulo,40
Vinhedo,São Paulo,45
Viradouro,São Paulo,35
Vista Alegre do Alto,São Paulo,35
Vitória Brasil,São Paulo,35
Votorantim,São Paulo,40
Votuporanga,São Paulo,35
Zacarias,São Paulo,40
Amparo de São Francisco,Sergipe,30
Aquidabã,Sergipe,30
Aracaju,Sergipe,30
Arauá,Sergipe,30
Areia Branca,Sergipe,30
Barra dos Coqueiros,Sergipe,30
Boquim,Sergipe,30
Brejo Grande,Sergipe,30
Campo do Brito,Sergipe,30
Canhoba,Sergipe,30
Canindé de São Francisco,Sergipe,30
Capela,Sergipe,30
Carira,Sergipe,30
Carmópolis,Sergipe,30
Cedro de São João,Sergipe,30
Cristinápolis,Sergipe,30
Cumbe,Sergipe,30
Divina Pastora,Sergipe,30
Estância,Sergipe,30
Feira Nova,Sergipe,30
Frei Paulo,Sergipe,30
Gararu,Sergipe,30
General Maynard,Sergipe,30
Gracho Cardoso,Sergipe,30
Ilha das Flores,Sergipe,30
Indiaroba,Sergipe,30
Itabaiana,Sergipe,30
Itabaianinha,Sergipe,30
Itabi,Sergipe,30
Itaporanga D'ajuda,Sergipe,30
Japaratuba,Sergipe,30
Japoatã,Sergipe,30
Lagarto,Sergipe,30
Laranjeiras,Sergipe,30
Macambira,Sergipe,30
Malhada dos Bois,Sergipe,30
Malhador,Sergipe,30
Maruim,Sergipe,30
Moita Bonita,Sergipe,30
Monte Alegre de Sergipe,Sergipe,30
Muribeca,Sergipe,30
Neópolis,Sergipe,30
Nossa Senhora Aparecida,Sergipe,30
Nossa Senhora da Glória,Sergipe,30
Nossa Senhora das Dores,Sergipe,30
Nossa Senhora de Lourdes,Sergipe,30
Nossa Senhora do Socorro,Sergipe,30
Pacatuba,Sergipe,30
Pedra Mole,Sergipe,30
Pedrinhas,Sergipe,30
Pinhão,Sergipe,30
Pirambu,Sergipe,30
Poço Redondo,Sergipe,30
Poço Verde,Sergipe,30
Porto da Folha,Sergipe,30
Propriá,Sergipe,30
Riachão do Dantas,Sergipe,30
Riachuelo,Sergipe,30
Ribeirópolis,Sergipe,30
Rosário do Catete,Sergipe,30
Salgado,Sergipe,30
Santa Luzia do Itanhy,Sergipe,30
Santa Rosa de Lima,Sergipe,30
Santana do São Francisco,Sergipe,30
Santo Amaro das Brotas,Sergipe,30
São Cristóvão,Sergipe,30
São Domingos,Sergipe,30
São Francisco,Sergipe,30
São Miguel do Aleixo,Sergipe,30
Simão Dias,Sergipe,30
Siriri,Sergipe,30
Telha,Sergipe,30
Tobias Barreto,Sergipe,30
Tomar do Geru,Sergipe,30
Umbaúba,Sergipe,30
Abreulândia,Tocantins,30
Aguiarnópolis,Tocantins,30
Aliança do Tocantins,Tocantins,30
Almas,Tocantins,30
Alvorada,Tocantins,30
Ananás,Tocantins,30
Angico,Tocantins,30
Aparecida do Rio Negro,Tocantins,30
Aragominas,Tocantins,30
Araguacema,Tocantins,30
Araguaçu,Tocantins,30
Araguaína,Tocantins,30
Araguanã,Tocantins,30
Araguatins,Tocantins,30
Arapoema,Tocantins,30
Arraias,Tocantins,30
Augustinópolis,Tocantins,30
Aurora do Tocantins,Tocantins,30
Axixá do Tocantins,Tocantins,30
Babaçulândia,Tocantins,30
Bandeirantes do Tocantins,Tocantins,30
Barra do Ouro,Tocantins,30
Barrolândia,Tocantins,30
Bernardo Sayão,Tocantins,30
Bom Jesus do Tocantins,Tocantins,30
Brasilândia do Tocantins,Tocantins,30
Brejinho de Nazaré,Tocantins,30
Buriti do Tocantins,Tocantins,30
Cachoeirinha,Tocantins,30
Campos Lindos,Tocantins,30
Cariri do Tocantins,Tocantins,30
Carmolândia,Tocantins,30
Carrasco Bonito,Tocantins,30
Caseara,Tocantins,30
Centenário,Tocantins,30
Chapada da Natividade,Tocantins,30
Chapada de Areia,Tocantins,30
Colinas do Tocantins,Tocantins,30
Colméia,Tocantins,30
Combinado,Tocantins,30
Conceição do Tocantins,Tocantins,30
Couto Magalhães,Tocantins,30
Cristalândia,Tocantins,30
Crixás do Tocantins,Tocantins,30
Darcinópolis,Tocantins,30
Dianópolis,Tocantins,30
Divinópolis do Tocantins,Tocantins,30
Dois Irmãos do Tocantins,Tocantins,30
Dueré,Tocantins,30
Esperantina,Tocantins,30
Fátima,Tocantins,30
Figueirópolis,Tocantins,30
Filadélfia,Tocantins,30
Formoso do Araguaia,Tocantins,30
Fortaleza do Tabocão,Tocantins,30
Goianorte,Tocantins,30
Goiatins,Tocantins,30
Guaraí,Tocantins,30
Gurupi,Tocantins,30
Ipueiras,Tocantins,30
Itacajá,Tocantins,30
Itaguatins,Tocantins,30
Itapiratins,Tocantins,30
Itaporã do Tocantins,Tocantins,30
Jaú do Tocantins,Tocantins,30
Juarina,Tocantins,30
Lagoa da Confusão,Tocantins,30
Lagoa do Tocantins,Tocantins,30
Lajeado,Tocantins,30
Lavandeira,Tocantins,30
Lizarda,Tocantins,30
Luzinópolis,Tocantins,30
Marianópolis do Tocantins,Tocantins,30
Mateiros,Tocantins,30
Maurilândia do Tocantins,Tocantins,30
Miracema do Tocantins,Tocantins,30
Miranorte,Tocantins,30
Monte do Carmo,Tocantins,30
Monte Santo do Tocantins,Tocantins,30
Muricilândia,Tocantins,30
Natividade,Tocantins,30
Nazaré,Tocantins,30
Nova Olinda,Tocantins,30
Nova Rosalândia,Tocantins,30
Novo Acordo,Tocantins,30
Novo Alegre,Tocantins,30
Novo Jardim,Tocantins,30
Oliveira de Fátima,Tocantins,30
Palmas,Tocantins,30
Palmeirante,Tocantins,30
Palmeiras do Tocantins,Tocantins,30
Palmeirópolis,Tocantins,30
Paraíso do Tocantins,Tocantins,30
Paranã,Tocantins,30
Pau D'arco,Tocantins,30
Pedro Afonso,Tocantins,30
Peixe,Tocantins,30
Pequizeiro,Tocantins,30
Pindorama do Tocantins,Tocantins,30
Piraquê,Tocantins,30
Pium,Tocantins,30
Ponte Alta do Bom Jesus,Tocantins,30
Ponte Alta do Tocantins,Tocantins,30
Porto Alegre do Tocantins,Tocantins,30
Porto Nacional,Tocantins,30
Praia Norte,Tocantins,30
Presidente Kennedy,Tocantins,30
Pugmil,Tocantins,30
Recursolândia,Tocantins,30
Riachinho,Tocantins,30
Rio da Conceição,Tocantins,30
Rio dos Bois,Tocantins,30
Rio Sono,Tocantins,30
Sampaio,Tocantins,30
Sandolândia,Tocantins,30
Santa Fé do Araguaia,Tocantins,30
Santa Maria do Tocantins,Tocantins,30
Santa Rita do Tocantins,Tocantins,30
Santa Rosa do Tocantins,Tocantins,30
Santa Tereza do Tocantins,Tocantins,30
Santa Terezinha do Tocantins,Tocantins,30
São Bento do Tocantins,Tocantins,30
São Félix do Tocantins,Tocantins,30
São Miguel do Tocantins,Tocantins,30
São Salvador do Tocantins,Tocantins,30
São Sebastião do Tocantins,Tocantins,30
São Valério,Tocantins,30
Silvanópolis,Tocantins,30
Sítio Novo do Tocantins,Tocantins,30
Sucupira,Tocantins,30
Taguatinga,Tocantins,30
Taipas do Tocantins,Tocantins,30
Talismã,Tocantins,30
Tocantínia,Tocantins,30
Tocantinópolis,Tocantins,30
Tupirama,Tocantins,30
Tupiratins,Tocantins,30
Wanderlândia,Tocantins,30
Xambioá,Tocantins,30
